,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc,name1,name2,party,sort
561,"Rathgeb Schifferli, Jorge",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Rathgeb Schifferli, Jorge",Sr. Rathgeb S. Jorge,Renovación Nacional,2
562,"Rincón González, Ricardo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Rincón González, Ricardo",Sr. Rincón G. Ricardo,Partido Demócrata Cristiano,0
563,"Robles Pantoja, Alberto",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Robles Pantoja, Alberto",Sr. Robles P. Alberto,Partido Radical Social Demócrata,-4
564,"Rocafull López, Luis",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Rocafull López, Luis",Sr. Rocafull L. Luis,Partido Socialista,-3
565,"Rubilar Barahona, Karla",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Rubilar Barahona, Karla",Sra. Rubilar B. Karla,Independientes,1
566,"Sabag Villalobos, Jorge",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Sabag Villalobos, Jorge",Sr. Sabag V. Jorge,Partido Demócrata Cristiano,0
567,"Sabat Fernández, Marcela",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Sabat Fernández, Marcela",Sra. Sabat F. Marcela,Renovación Nacional,2
568,"Saffirio Espinoza, René",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Saffirio Espinoza, René",Sr. Saffirio E. René,Independientes,1
569,"Saldívar Auger, Raúl",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Saldívar Auger, Raúl",Sr. Saldívar A. Raúl,Partido Socialista,-3
570,"Sandoval Plaza, David",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Sandoval Plaza, David",Sr. Sandoval P. David,Unión Demócrata Independiente,4
571,"Santana Tirachini, Alejandro",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Santana Tirachini, Alejandro",Sr. Santana T. Alejandro,Renovación Nacional,2
572,"Schilling Rodríguez, Marcelo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Schilling Rodríguez, Marcelo",Sr. Schilling R. Marcelo,Partido Socialista,-3
573,"Silber Romo, Gabriel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Silber Romo, Gabriel",Sr. Silber R. Gabriel,Partido Demócrata Cristiano,0
574,"Soto Ferrada, Leonardo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Soto Ferrada, Leonardo",Sr. Soto F. Leonardo,Partido Socialista,-3
575,"Tarud Daccarett, Jorge",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Tarud Daccarett, Jorge",Sr. Tarud D. Jorge,Partido Por la Democracia,-2
576,"Teillier Del Valle, Guillermo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Teillier Del Valle, Guillermo",Sr. Teillier D. Guillermo,Partido Comunista,-5
577,"Torres Jeldes, Víctor",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Torres Jeldes, Víctor",Sr. Torres J. Víctor,Partido Demócrata Cristiano,0
578,"Trisotti Martínez, Renzo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Trisotti Martínez, Renzo",Sr. Trisotti M. Renzo,Unión Demócrata Independiente,4
579,"Urízar Muñoz, Christian",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Urízar Muñoz, Christian",Sr. Urízar M. Christian,Partido Socialista,-3
580,"Urrutia Bonilla, Ignacio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Urrutia Bonilla, Ignacio",Sr. Urrutia B. Ignacio,Unión Demócrata Independiente,4
581,"Urrutia Soto, Osvaldo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Urrutia Soto, Osvaldo",Sr. Urrutia S. Osvaldo,Unión Demócrata Independiente,4
582,"Vallejo Dowling, Camila",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Vallejo Dowling, Camila",Sra. Vallejo D. Camila,Partido Comunista,-5
583,"Venegas Cárdenas, Mario",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Venegas Cárdenas, Mario",Sr. Venegas C. Mario,Partido Demócrata Cristiano,0
584,"Verdugo Soto, Germán",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Verdugo Soto, Germán",Sr. Verdugo S. Germán,Renovación Nacional,2
585,"Walker Prieto, Matías",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Walker Prieto, Matías",Sr. Walker P. Matías,Partido Demócrata Cristiano,0
586,"Norambuena Farías, Iván",En Contra,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Norambuena Farías, Iván",Sr. Norambuena F. Iván,Unión Demócrata Independiente,4
587,"Ulloa Aguillón, Jorge",En Contra,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Ulloa Aguillón, Jorge",Sr. Ulloa A. Jorge,Unión Demócrata Independiente,4
588,"Van Rysselberghe Herrera, Enrique",En Contra,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Van Rysselberghe Herrera, Enrique",Sr. Van Rysselberghe H. Enrique,Unión Demócrata Independiente,4
589,"Chávez Velásquez, Marcelo",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Chávez Velásquez, Marcelo",Sr. Chávez V. Marcelo,Partido Demócrata Cristiano,0
590,"Silva Méndez, Ernesto",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Silva Méndez, Ernesto",Sr. Silva M. Ernesto,Unión Demócrata Independiente,4
591,"Squella Ovalle, Arturo",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Squella Ovalle, Arturo",Sr. Squella O. Arturo,Unión Demócrata Independiente,4
592,"Vallespín López, Patricio",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Vallespín López, Patricio",Sr. Vallespín L. Patricio,Partido Demócrata Cristiano,0
593,"Ward Edwards, Felipe",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06,"Ward Edwards, Felipe",Sr. Ward E. Felipe,Unión Demócrata Independiente,4
594,"Aguiló Melo, Sergio",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Aguiló Melo, Sergio",Sr. Aguiló M. Sergio,Izquierda Ciudadana,-3
595,"Alvarado Ramírez, Miguel Ángel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Alvarado Ramírez, Miguel Ángel",Sr. Alvarado R. Miguel Ángel,Partido Por la Democracia,-2
596,"Alvarez Vera, Jenny",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Alvarez Vera, Jenny",Sra. Alvarez V. Jenny,Partido Socialista,-3
597,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Alvarez-Salamanca Ramírez, Pedro Pablo",Sr. Alvarez-Salamanca R. Pedro Pablo,Unión Demócrata Independiente,4
598,"Andrade Lara, Osvaldo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Andrade Lara, Osvaldo",Sr. Andrade L. Osvaldo,Partido Socialista,-3
599,"Arriagada Macaya, Claudio",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Arriagada Macaya, Claudio",Sr. Arriagada M. Claudio,Partido Demócrata Cristiano,0
600,"Auth Stewart, Pepe",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Auth Stewart, Pepe",Sr. Auth S. Pepe,Independientes,1
601,"Barros Montero, Ramón",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Barros Montero, Ramón",Sr. Barros M. Ramón,Unión Demócrata Independiente,4
602,"Becker Alvear, Germán",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Becker Alvear, Germán",Sr. Becker A. Germán,Renovación Nacional,2
603,"Bellolio Avaria, Jaime",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Bellolio Avaria, Jaime",Sr. Bellolio A. Jaime,Unión Demócrata Independiente,4
604,"Berger Fett, Bernardo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Berger Fett, Bernardo",Sr. Berger F. Bernardo,Renovación Nacional,2
605,"Boric Font, Gabriel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Boric Font, Gabriel",Sr. Boric F. Gabriel,Independientes,1
606,"Browne Urrejola, Pedro",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Browne Urrejola, Pedro",Sr. Browne U. Pedro,Independientes,1
607,"Campos Jara, Cristián",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Campos Jara, Cristián",Sr. Campos J. Cristián,Partido Por la Democracia,-2
608,"Cariola Oliva, Karol",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Cariola Oliva, Karol",Sra. Cariola O. Karol,Partido Comunista,-5
609,"Carmona Soto, Lautaro",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Carmona Soto, Lautaro",Sr. Carmona S. Lautaro,Partido Comunista,-5
610,"Carvajal Ambiado, Loreto",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Carvajal Ambiado, Loreto",Sra. Carvajal A. Loreto,Partido Por la Democracia,-2
611,"Castro González, Juan Luis",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Castro González, Juan Luis",Sr. Castro G. Juan Luis,Partido Socialista,-3
612,"Ceroni Fuentes, Guillermo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Ceroni Fuentes, Guillermo",Sr. Ceroni F. Guillermo,Partido Por la Democracia,-2
613,"Chahin Valenzuela, Fuad",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Chahin Valenzuela, Fuad",Sr. Chahin V. Fuad,Partido Demócrata Cristiano,0
614,"Cicardini Milla, Daniella",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Cicardini Milla, Daniella",Sra. Cicardini M. Daniella,Partido Socialista,-3
615,"Coloma Alamos, Juan Antonio",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06,"Coloma Alamos, Juan Antonio",Sr. Coloma A. Juan Antonio,Unión Demócrata Independiente,4
