,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc
85,"Urrutia Soto, Osvaldo",A Favor,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
86,"Vallejo Dowling, Camila",A Favor,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
87,"Vallespín López, Patricio",A Favor,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
88,"Venegas Cárdenas, Mario",A Favor,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
89,"Verdugo Soto, Germán",A Favor,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
90,"Walker Prieto, Matías",A Favor,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
91,"Ulloa Aguillón, Jorge",En Contra,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,-1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
92,"Van Rysselberghe Herrera, Enrique",En Contra,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,-1.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
93,"Alvarez-Salamanca Ramírez, Pedro Pablo",Abstención,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,-2.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
94,"Morales Muñoz, Celso",Abstención,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,-2.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
95,"Silva Méndez, Ernesto",Abstención,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,-2.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
96,"Squella Ovalle, Arturo",Abstención,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,-2.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
97,"Ward Edwards, Felipe",Abstención,5 de jul de 2017 - 14:0,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","12 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,91,2,5,Ver,-2.0,2017-07-05 14:00:00,2017-07-05 14:00:00 - Boletín N° 10277-06
0,"Aguiló Melo, Sergio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
1,"Alvarado Ramírez, Miguel Ángel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
2,"Alvarez Vera, Jenny",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
3,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
4,"Andrade Lara, Osvaldo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
5,"Arriagada Macaya, Claudio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
6,"Auth Stewart, Pepe",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
7,"Barros Montero, Ramón",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
8,"Becker Alvear, Germán",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
9,"Bellolio Avaria, Jaime",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
10,"Berger Fett, Bernardo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
11,"Boric Font, Gabriel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
12,"Browne Urrejola, Pedro",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
13,"Campos Jara, Cristián",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
14,"Cariola Oliva, Karol",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
15,"Carmona Soto, Lautaro",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
16,"Carvajal Ambiado, Loreto",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
17,"Castro González, Juan Luis",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
18,"Ceroni Fuentes, Guillermo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
19,"Chahin Valenzuela, Fuad",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
20,"Cicardini Milla, Daniella",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
21,"Coloma Alamos, Juan Antonio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
22,"Cornejo González, Aldo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
23,"Edwards Silva, Rojo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
24,"Espinosa Monardes, Marcos",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
25,"Espinoza Sandoval, Fidel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
26,"Farcas Guendelman, Daniel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
27,"Flores García, Iván",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
28,"Fuentes Castillo, Iván",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
29,"García García, René Manuel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
30,"Girardi Lavín, Cristina",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
31,"Godoy Ibáñez, Joaquín",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
32,"González Torres, Rodrigo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
33,"Gutiérrez Gálvez, Hugo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
34,"Hasbún Selume, Gustavo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
35,"Hernández Hernández, Javier",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
36,"Hernando Pérez, Marcela",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
37,"Jackson Drago, Giorgio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
38,"Jaramillo Becker, Enrique",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
39,"Jarpa Wevar, Carlos Abel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
40,"Jiménez Fuentes, Tucapel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
41,"Kast Sommerhoff, Felipe",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
42,"Lavín León, Joaquín",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
43,"Lemus Aracena, Luis",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
44,"León Ramírez, Roberto",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
45,"Letelier Norambuena, Felipe",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
46,"Lorenzini Basso, Pablo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
47,"Melero Abaroa, Patricio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
48,"Melo Contreras, Daniel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
49,"Meza Moncada, Fernando",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
50,"Mirosevic Verdugo, Vlado",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
51,"Molina Oliva, Andrea",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
52,"Monckeberg Bruner, Cristián",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
53,"Monckeberg Díaz, Nicolás",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
54,"Monsalve Benavides, Manuel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
55,"Morales Muñoz, Celso",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
56,"Morano Cornejo, Juan Enrique",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
57,"Nogueira Fernández, Claudia",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
58,"Núñez Arancibia, Daniel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
59,"Núñez Urrutia, Paulina",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
60,"Ojeda Uribe, Sergio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
61,"Ortiz Novoa, José Miguel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
62,"Pacheco Rivas, Clemira",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
63,"Paulsen Kehr, Diego",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
64,"Pérez Lahsen, Leopoldo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
65,"Poblete Zapata, Roberto",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
66,"Provoste Campillay, Yasna",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
67,"Rathgeb Schifferli, Jorge",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
68,"Rincón González, Ricardo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
69,"Robles Pantoja, Alberto",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
