,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc
70,"Rincón González, Ricardo",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
71,"Robles Pantoja, Alberto",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
72,"Rocafull López, Luis",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
73,"Rubilar Barahona, Karla",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
74,"Sabag Villalobos, Jorge",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
75,"Sabat Fernández, Marcela",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
76,"Saffirio Espinoza, René",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
77,"Saldívar Auger, Raúl",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
78,"Sandoval Plaza, David",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
79,"Santana Tirachini, Alejandro",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
80,"Schilling Rodríguez, Marcelo",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
81,"Silber Romo, Gabriel",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
82,"Silva Méndez, Ernesto",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
83,"Soto Ferrada, Leonardo",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
84,"Squella Ovalle, Arturo",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
85,"Tarud Daccarett, Jorge",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
86,"Teillier Del Valle, Guillermo",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
87,"Torres Jeldes, Víctor",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
88,"Trisotti Martínez, Renzo",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
89,"Turres Figueroa, Marisol",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
90,"Urrutia Bonilla, Ignacio",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
91,"Vallejo Dowling, Camila",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
92,"Vallespín López, Patricio",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
93,"Van Rysselberghe Herrera, Enrique",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
94,"Venegas Cárdenas, Mario",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
95,"Verdugo Soto, Germán",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
96,"Walker Prieto, Matías",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
97,"Ward Edwards, Felipe",A Favor,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
98,"Molina Oliva, Andrea",En Contra,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
99,"Ulloa Aguillón, Jorge",En Contra,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
100,"Urízar Muñoz, Christian",En Contra,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
101,"Urrutia Soto, Osvaldo",En Contra,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-1.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
102,"Alvarez-Salamanca Ramírez, Pedro Pablo",Abstención,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-2.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
103,"Chahin Valenzuela, Fuad",Abstención,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-2.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
104,"Coloma Alamos, Juan Antonio",Abstención,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-2.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
105,"Cornejo González, Aldo",Abstención,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-2.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
106,"Kast Rist, José Antonio",Abstención,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-2.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
107,"Nogueira Fernández, Claudia",Abstención,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-2.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
108,"Sepúlveda Orbenes, Alejandra",Abstención,4 de jul de 2017 - 13:31,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,"modificaciones introducidas por el Senado, con la salvedad...",UNICA,APROBADO,98,4,7,Ver,-2.0,2017-07-04 13:31:00,2017-07-04 13:31:00 - Boletín N° 10545-08
0,"Aguiló Melo, Sergio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
1,"Alvarado Ramírez, Miguel Ángel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
2,"Alvarez Vera, Jenny",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
3,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
4,"Andrade Lara, Osvaldo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
5,"Arriagada Macaya, Claudio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
6,"Auth Stewart, Pepe",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
7,"Barros Montero, Ramón",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
8,"Becker Alvear, Germán",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
9,"Bellolio Avaria, Jaime",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
10,"Berger Fett, Bernardo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
11,"Boric Font, Gabriel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
12,"Browne Urrejola, Pedro",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
13,"Campos Jara, Cristián",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
14,"Cariola Oliva, Karol",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
15,"Carmona Soto, Lautaro",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
16,"Carvajal Ambiado, Loreto",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
17,"Castro González, Juan Luis",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
18,"Ceroni Fuentes, Guillermo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
19,"Chahin Valenzuela, Fuad",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
20,"Cicardini Milla, Daniella",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
21,"Coloma Alamos, Juan Antonio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
22,"Cornejo González, Aldo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
23,"De Mussy Hiriart, Felipe",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
24,"Espejo Yaksic, Sergio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
25,"Espinosa Monardes, Marcos",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
26,"Espinoza Sandoval, Fidel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
27,"Farcas Guendelman, Daniel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
28,"Farías Ponce, Ramón",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
29,"Flores García, Iván",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
30,"Fuentes Castillo, Iván",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
31,"Gahona Salazar, Sergio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
32,"García García, René Manuel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
33,"Girardi Lavín, Cristina",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
34,"González Torres, Rodrigo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
35,"Gutiérrez Gálvez, Hugo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
36,"Hasbún Selume, Gustavo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
37,"Hernández Hernández, Javier",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
38,"Hernando Pérez, Marcela",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
39,"Hoffmann Opazo, María José",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
40,"Jackson Drago, Giorgio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
41,"Jaramillo Becker, Enrique",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
42,"Jarpa Wevar, Carlos Abel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
43,"Jiménez Fuentes, Tucapel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
44,"Kast Rist, José Antonio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
45,"Kast Sommerhoff, Felipe",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
46,"Kort Garriga, Issa",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
47,"Lavín León, Joaquín",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
48,"Lemus Aracena, Luis",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
49,"León Ramírez, Roberto",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
50,"Letelier Norambuena, Felipe",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
51,"Lorenzini Basso, Pablo",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
52,"Macaya Danús, Javier",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
53,"Melero Abaroa, Patricio",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
54,"Melo Contreras, Daniel",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
55,"Meza Moncada, Fernando",A Favor,4 de jul de 2017 - 13:30,P. Resolución N° 894,"Solicita a S.E. la Presidenta de la República, se sirva...",,,APROBADO,109,0,0,Ver,1.0,2017-07-04 13:30:00,2017-07-04 13:30:00 - P. Resolución N° 894
